Date,High,Low,Open,Close,Volume,Adj Close
2002-01-01,3445.10009765625,3409.0,3422.300048828125,3443.800048828125,0.0,3443.800048828125
2002-01-02,3445.699951171875,3415.5,3445.699951171875,3419.60009765625,0.0,3419.60009765625
2002-01-03,3437.199951171875,3419.60009765625,3419.60009765625,3435.699951171875,0.0,3435.699951171875
2002-01-06,3451.5,3435.699951171875,3435.699951171875,3446.89990234375,0.0,3446.89990234375
2002-01-07,3451.300048828125,3422.60009765625,3446.89990234375,3423.0,0.0,3423.0
2002-01-08,3423.0,3411.0,3423.0,3412.5,0.0,3412.5
2002-01-09,3428.199951171875,3409.10009765625,3412.5,3409.10009765625,0.0,3409.10009765625
2002-01-10,3427.0,3408.60009765625,3409.10009765625,3417.60009765625,0.0,3417.60009765625
2002-01-13,3419.0,3403.0,3417.60009765625,3407.300048828125,0.0,3407.300048828125
2002-01-14,3409.800048828125,3392.800048828125,3407.300048828125,3406.199951171875,0.0,3406.199951171875
2002-01-15,3425.800048828125,3404.300048828125,3406.199951171875,3425.800048828125,0.0,3425.800048828125
2002-01-16,3425.800048828125,3390.60009765625,3425.800048828125,3393.10009765625,0.0,3393.10009765625
2002-01-17,3396.0,3377.300048828125,3393.10009765625,3387.0,0.0,3387.0
2002-01-20,3400.300048828125,3380.10009765625,3387.0,3400.300048828125,0.0,3400.300048828125
2002-01-21,3425.89990234375,3400.300048828125,3400.300048828125,3421.5,0.0,3421.5
2002-01-22,3430.800048828125,3415.0,3421.5,3422.0,0.0,3422.0
2002-01-23,3434.0,3422.0,3422.0,3430.800048828125,0.0,3430.800048828125
2002-01-24,3446.10009765625,3430.800048828125,3430.800048828125,3442.300048828125,0.0,3442.300048828125
2002-01-28,3456.89990234375,3439.0,3442.300048828125,3452.89990234375,0.0,3452.89990234375
2002-01-29,3452.89990234375,3429.0,3452.89990234375,3433.5,0.0,3433.5
2002-01-30,3468.89990234375,3433.5,3433.5,3464.199951171875,0.0,3464.199951171875
2002-01-31,3486.300048828125,3445.5,3464.199951171875,3445.5,0.0,3445.5
2002-02-03,3472.89990234375,3445.5,3445.5,3466.10009765625,0.0,3466.10009765625
2002-02-04,3466.300048828125,3444.699951171875,3466.10009765625,3451.5,0.0,3451.5
2002-02-05,3453.0,3424.5,3451.5,3424.5,0.0,3424.5
2002-02-06,3429.300048828125,3406.60009765625,3424.5,3414.5,0.0,3414.5
2002-02-07,3450.39990234375,3413.0,3414.5,3450.39990234375,0.0,3450.39990234375
2002-02-10,3482.89990234375,3450.800048828125,3450.800048828125,3476.5,0.0,3476.5
2002-02-11,3496.800048828125,3473.10009765625,3476.5,3481.10009765625,0.0,3481.10009765625
2002-02-12,3492.300048828125,3469.39990234375,3481.10009765625,3474.60009765625,0.0,3474.60009765625
2002-02-13,3506.10009765625,3474.60009765625,3474.60009765625,3487.0,0.0,3487.0
2002-02-14,3491.199951171875,3470.0,3487.0,3480.39990234375,0.0,3480.39990234375
2002-02-17,3480.39990234375,3460.60009765625,3480.39990234375,3469.300048828125,0.0,3469.300048828125
2002-02-18,3471.60009765625,3455.699951171875,3469.300048828125,3470.39990234375,0.0,3470.39990234375
2002-02-19,3470.39990234375,3431.800048828125,3470.39990234375,3437.699951171875,0.0,3437.699951171875
2002-02-20,3450.39990234375,3418.699951171875,3437.699951171875,3434.300048828125,0.0,3434.300048828125
2002-02-21,3434.300048828125,3412.199951171875,3434.300048828125,3422.10009765625,0.0,3422.10009765625
2002-02-24,3440.300048828125,3422.5,3424.60009765625,3422.5,0.0,3422.5
2002-02-25,3450.199951171875,3422.5,3422.5,3434.800048828125,0.0,3434.800048828125
2002-02-26,3437.199951171875,3402.5,3434.800048828125,3413.10009765625,0.0,3413.10009765625
2002-02-27,3424.60009765625,3408.199951171875,3413.10009765625,3414.300048828125,0.0,3414.300048828125
2002-02-28,3417.300048828125,3392.699951171875,3414.300048828125,3417.300048828125,0.0,3417.300048828125
2002-03-03,3434.39990234375,3415.699951171875,3417.300048828125,3424.300048828125,0.0,3424.300048828125
2002-03-04,3451.10009765625,3424.300048828125,3424.300048828125,3435.60009765625,0.0,3435.60009765625
2002-03-05,3456.10009765625,3426.699951171875,3435.60009765625,3451.199951171875,0.0,3451.199951171875
2002-03-06,3499.39990234375,3451.199951171875,3451.199951171875,3497.60009765625,0.0,3497.60009765625
2002-03-07,3499.89990234375,3473.60009765625,3497.60009765625,3485.300048828125,0.0,3485.300048828125
2002-03-10,3496.60009765625,3475.199951171875,3486.60009765625,3476.89990234375,0.0,3476.89990234375
2002-03-11,3478.199951171875,3460.5,3476.89990234375,3462.300048828125,0.0,3462.300048828125
2002-03-12,3463.0,3448.39990234375,3462.300048828125,3450.0,0.0,3450.0
